Number of train steps total,Number of env steps total,Train Time (s),Q1 Predictions Std,Total Train Time (s),Log Pis Mean,AverageTrainReturn_all_train_tasks,Q2 Predictions Mean,Z variance eval,Policy mu Std,Policy mu Mean,KL Loss,Q1 Predictions Min,Policy mu Min,Q2 Loss,Z mean eval,Policy log std Max,Policy log std Mean,Q1 Predictions Mean,Number of rollouts total,Policy mu Max,Q1 Loss,Q1 Predictions Max,AverageReturn_all_train_tasks,Epoch Time (s),Q2 Predictions Max,Epoch,Q2 Predictions Min,Log Pis Max,Policy log std Std,AverageReturn_all_test_tasks,Sample Time (s),Z mean train,(Previous) Eval Time (s),Log Pis Std,Policy log std Min,Z variance train,Q2 Predictions Std,Log Pis Min,Policy Loss,KL Divergence
404000,805000,232.6013509463519,802.8084,34582.9032642059,7.702638,-515.316342254934,-1949.3568,0.0031766158,1.6110059,-0.062492006,182.72409,-7066.7036,-6.5760603,2474.2166,0.9535719,0.29423606,-0.67978746,-1931.5168,0,7.4622335,2138.3933,-573.31726,-539.5780577017232,330.9180269939825,-623.51025,100,-7018.0825,49.185047,0.17617229,-561.9910085569339,7.694236776791513,1.0331503,90.6224392708391,5.970735,-1.6659777,0.0053073848,803.76746,-7.5021586,1943.2408,182.72409
408000,810000,249.14846445340663,722.4887,34930.39375210088,7.0251503,-482.1842488262035,-1837.4514,0.0022120024,1.5623834,-0.04836445,179.34482,-6690.1333,-7.019594,2610.6853,0.50680435,0.30217302,-0.68735707,-1836.9371,0,6.9691167,2565.409,-754.32733,-556.8027352313267,347.2257768586278,-757.37787,101,-6623.7505,46.25277,0.17414893,-590.8946726800802,7.643077035434544,1.5545018,90.43423536978662,5.4524746,-1.6497731,0.004004361,722.7067,-5.7740126,1836.0693,179.34482
412000,815000,247.9090659050271,637.0756,35277.372570505366,7.1609178,-557.0655202943739,-1916.4863,0.006528923,1.5714546,0.059271265,186.73482,-5561.3955,-8.626714,2786.6033,0.77651703,0.2349996,-0.69935566,-1918.8922,0,7.7970734,2685.6758,-487.04453,-608.9264160837869,346.28648751042783,-476.83902,102,-5651.4067,35.007744,0.18484804,-555.8029852282851,7.677721505053341,1.5589623,90.6997001003474,5.56409,-1.5076847,0.0151653215,638.3473,-9.047487,1916.4229,186.73482
416000,820000,226.21684684045613,725.9767,35602.053661241196,6.455681,-527.2359163574693,-1537.0741,0.0029635683,1.5019784,-0.09612407,166.80086,-5324.38,-6.326977,2052.1292,0.7363227,0.19096506,-0.6757761,-1535.9019,0,5.7877398,1980.137,-485.96466,-573.5545882846288,325.31550602428615,-498.5585,103,-5272.175,32.587425,0.15909113,-574.0895064126483,7.70608969964087,0.88475907,91.39256948418915,5.1680408,-1.4145675,0.002530158,725.80597,-10.287193,1536.1624,166.80086
420000,825000,242.1120795411989,736.6224,35942.71735524293,7.7600327,-479.8627137604589,-1747.7395,0.0024608125,1.6250437,-0.06061093,161.0734,-5862.389,-6.4867787,2840.0645,0.5287641,0.24116707,-0.6604498,-1738.5573,0,5.9599133,2661.3445,-621.41187,-569.3242613071769,340.56637991499156,-616.41016,104,-5814.7275,38.268097,0.15163264,-583.2689597224232,7.695541673339903,1.0879165,90.75875870045274,5.536228,-1.4437177,0.0035417185,737.92957,-8.267555,1742.1234,161.0734
424000,830000,228.42019617091864,722.7139,36270.70408565458,6.490518,-515.7595085056835,-1783.8333,0.0022948587,1.5069187,-0.060939062,149.47343,-7009.126,-7.557591,1879.6195,0.5008063,0.6069864,-0.6769386,-1785.5072,0,8.566583,1919.5067,-684.53143,-563.7202970715715,326.9978124378249,-704.39026,105,-7053.1113,48.26902,0.1713793,-588.0716079934851,7.720785259269178,0.9276196,90.85683100763708,5.416727,-1.6789166,0.01007646,722.2945,-9.0739975,1783.8851,149.47343
428000,835000,236.6185716567561,859.93396,36605.858528670855,6.290196,-547.1143101617688,-1646.768,0.0043876315,1.4932606,0.016207866,162.68608,-6068.928,-6.8290825,2280.1453,0.66389364,0.26329052,-0.6814483,-1644.8918,0,7.0505886,2158.7986,-613.23114,-538.6013774209216,336.16047325823456,-600.14703,106,-6088.1475,42.01541,0.17056794,-579.5897402177366,7.695674986578524,0.83959293,91.84622661489993,5.100268,-1.5214989,0.011688103,860.4597,-8.642712,1645.4143,162.68608
432000,840000,234.5463355127722,677.1014,36939.55690369755,7.6282606,-487.0088362111734,-1741.7234,0.0019884338,1.5978911,-0.018288322,180.46521,-6789.965,-5.6391525,2581.5461,0.84662426,-0.022813499,-0.7025096,-1748.4668,0,5.894179,2500.763,-655.27136,-562.4745961300206,333.06213948782533,-682.85645,107,-6806.668,40.970985,0.18423146,-584.07973536002,7.674875603057444,0.82755345,90.84092837199569,5.229565,-1.7185383,0.006657398,676.6365,-7.972702,1744.097,180.46521
436000,845000,243.6107218619436,738.0721,37282.164089608006,7.210553,-512.7690709253745,-1965.7936,0.0047190627,1.5973822,0.06737374,164.30792,-6112.5483,-7.996001,2112.4072,0.36999986,0.16201735,-0.6444782,-1952.0228,0,7.671635,2042.791,-642.5793,-574.2298529990705,342.7497590081766,-633.4163,108,-6131.0347,36.261032,0.1572502,-547.2615801876839,7.6613619374111295,1.298017,91.47767520882189,5.299726,-1.6671208,0.0102444235,738.5904,-8.538629,1960.7539,164.30792
440000,850000,244.55110328644514,737.286,37625.07852877118,7.466704,-499.0934347003145,-1848.6562,0.004935884,1.6030743,-0.1732565,164.19989,-7205.33,-7.2660007,2352.4353,0.8977917,0.2792809,-0.65147984,-1848.4164,0,8.307315,2311.6592,-640.0285,-548.9013822547339,343.5771381193772,-621.924,109,-7095.8804,43.95339,0.148456,-562.9761713627746,7.690273050218821,1.598203,91.33576178271323,5.616894,-1.5884885,0.009177405,736.48193,-11.584019,1847.8186,164.19989
444000,855000,249.50998485088348,726.746,37973.8200843567,6.943469,-510.34594167494384,-1739.5859,0.007778085,1.5586146,-0.10024645,170.23749,-6053.029,-7.134107,1857.6735,0.7745296,0.093542814,-0.670528,-1738.5808,0,7.3698726,1902.3707,-645.7951,-517.4476072977865,347.8677235171199,-636.12836,110,-6051.028,40.327934,0.1641325,-585.06445221122,7.684057747013867,1.1010057,90.67368091922253,5.6272364,-1.4851577,0.0028219342,726.214,-10.879222,1737.9951,170.23749
448000,860000,253.09615428280085,833.54425,38326.41477806959,6.7799788,-554.5237824005457,-1809.3884,0.002288749,1.5504671,0.025051752,150.67348,-6013.7393,-7.1622205,2900.299,0.7756825,0.1517154,-0.651687,-1810.8053,0,6.796762,2788.839,-598.00806,-593.9550651592309,352.32217588834465,-593.93774,111,-5932.168,36.275616,0.16754726,-565.6787227194687,7.67791435495019,0.83095706,91.5481072505936,5.4489064,-1.6297591,0.0048483284,834.1036,-9.464481,1809.0311,150.67348
452000,865000,259.0803564833477,660.4702,38683.849066942,6.3550777,-527.7599495089682,-1777.6973,0.0049306126,1.4998237,-0.008449311,166.38806,-4676.259,-7.239276,1773.0885,0.7861713,0.04593736,-0.6699276,-1777.2955,0,6.9110885,1624.5778,-596.8539,-603.2416078573085,358.5794278765097,-599.7904,112,-4628.1504,34.638905,0.16412279,-582.7357212394106,7.677621994167566,0.8016658,91.82144939899445,5.5275764,-1.563227,0.005445456,659.7526,-8.493248,1777.8573,166.38806
456000,870000,238.9427375374362,675.13074,39021.63321006298,6.6246247,-496.269059163126,-1491.4631,0.0034132171,1.5231128,-0.03878038,156.54185,-6662.0874,-6.9760904,1673.3422,0.8703359,0.116638005,-0.6529624,-1490.416,0,6.7868342,1635.997,-551.99274,-515.2203987158963,337.31418108567595,-572.93463,113,-6642.7476,35.684547,0.16252431,-544.8775063144044,7.694655633531511,1.2987982,90.67678791470826,4.9032893,-1.4940708,0.0027204233,676.9654,-8.11546,1490.13,156.54185
460000,875000,268.3185164928436,765.91266,39388.50058314856,7.188306,-498.69566543467704,-1828.1257,0.004805135,1.5703609,-0.25284383,173.99203,-7453.9136,-7.725072,2187.9194,0.7805616,0.9549589,-0.64187825,-1832.0195,0,9.088578,2225.072,-452.38452,-565.2953706580115,367.154746142216,-450.18298,114,-7467.403,56.654503,0.16816644,-555.1511039395238,7.688891261816025,1.1218157,91.14733838755637,5.843127,-1.4891832,0.0093658855,765.8925,-7.7484837,1829.495,173.99203
464000,880000,273.4171255202964,862.4618,39760.21210427303,8.174563,-454.3633196347795,-1930.6194,0.0034164344,1.6858763,-0.09551745,180.80536,-7360.649,-8.076,3269.0125,0.35651025,1.8228626,-0.6380898,-1921.9977,0,13.735018,3031.9863,-498.45578,-513.1428221055436,371.9476758716628,-498.47293,115,-7313.253,54.457882,0.17118707,-595.2117983267249,7.66976804099977,1.8399092,90.86078231036663,6.050445,-1.6369271,0.00778021,863.99274,-7.931921,1925.8613,180.80536
468000,885000,236.42616764362901,742.2017,40095.045146375895,6.527028,-526.9142628677452,-1968.5531,0.0016543918,1.5107126,-0.059306346,177.91513,-6363.2407,-5.9641976,1924.1901,0.6730719,0.15626144,-0.67814994,-1966.6018,0,6.8831363,1932.526,-711.1913,-571.1197005286251,334.72631873749197,-714.69385,116,-6286.765,32.825157,0.16366403,-569.8854498632447,7.674802370369434,1.4970558,90.62534872349352,5.229428,-1.489978,0.002346093,740.7573,-8.039708,1966.538,177.91513
472000,890000,228.7940024053678,771.06274,40423.008824830875,6.923032,-565.1676806625571,-1826.5588,0.002111358,1.5200707,-0.3466286,174.84657,-5218.7065,-6.557628,2224.653,0.73355263,0.24545759,-0.66475666,-1826.7688,0,5.815145,2217.0098,-672.5545,-621.6419326071248,327.2122729634866,-680.98096,117,-5169.981,43.31801,0.16414352,-563.1039140730761,7.685542964376509,0.94424343,90.73272759374231,5.588426,-1.5888753,0.0039178617,769.57043,-11.906809,1825.693,174.84657
476000,895000,224.72069074958563,638.04767,40745.93433122616,6.6740294,-485.831021165227,-1844.0007,0.0018178463,1.5093586,-0.28108412,158.99673,-6984.707,-6.3948917,1994.7738,0.9424224,0.33672237,-0.6271879,-1843.1433,0,6.550992,2030.5057,-459.25546,-581.0498606213155,323.8857246255502,-498.62225,118,-7000.09,52.614014,0.1489789,-576.4291078588587,7.6802055621519685,1.3697294,91.48482831381261,5.1816688,-1.421434,0.015543306,637.8029,-10.907484,1843.47,158.99673
480000,900000,244.9800619566813,701.21423,41088.81935936306,6.3282404,-514.3986563504097,-1779.5746,0.0018526105,1.522542,-0.013798082,160.70534,-6947.243,-6.4821725,2013.5055,0.7095427,0.30720907,-0.6168165,-1793.7787,0,5.7955027,1864.8932,-615.8442,-602.725171398996,343.1897845286876,-627.6724,119,-6862.973,46.294273,0.14781773,-560.6755856655636,7.6844725692644715,0.62466335,90.52525000274181,5.3796196,-1.6506307,0.006471091,702.1486,-8.645911,1789.5973,160.70534
484000,905000,246.3919074041769,707.3204,41433.834901522845,6.066748,-502.48696189937186,-1834.7715,0.0032289173,1.4683189,0.04544983,166.60007,-5691.5205,-6.955839,1881.3383,0.85143745,0.050096273,-0.66695786,-1828.7281,0,6.974818,1916.0905,-753.48627,-560.4951612505996,344.2524402262643,-755.76074,120,-5731.721,30.907343,0.16593415,-600.1493638018676,7.639316249638796,0.49095812,90.22121657244861,5.022823,-1.7313187,0.0072825714,709.5171,-8.215364,1832.2151,166.60007
488000,910000,243.59611669182777,636.962,41775.3808940826,5.4645853,-473.3343414733056,-1573.2924,0.0041706995,1.4495634,-0.14272651,143.14723,-6146.5034,-6.80297,1828.6871,0.91877097,0.17144084,-0.62675947,-1564.8894,0,7.4728327,1782.8477,-654.2106,-516.0292265191518,342.246428319253,-648.0969,121,-6166.326,33.5026,0.15158121,-568.5846579555274,7.665384196676314,1.1966455,90.98492743074894,5.0624256,-1.3843716,0.0030804344,638.8704,-11.463459,1570.2223,143.14723
492000,915000,231.78767378628254,837.4989,42105.185444802046,7.2798753,-450.76571828033224,-1906.9167,0.0072210534,1.5888888,-0.009452179,180.47568,-6462.219,-7.0833316,2533.2637,0.6548009,0.6355415,-0.6578762,-1916.0258,0,6.979152,2254.0295,-597.731,-513.9812117861436,329.7463820623234,-603.5466,122,-6455.303,42.454384,0.16287002,-579.1918026535245,7.673314223065972,1.2248275,90.28539405297488,5.7341895,-1.6381342,0.012189501,839.33264,-10.823313,1911.7637,180.47568
496000,920000,239.1265689721331,735.64154,42443.041586840525,6.4790215,-471.31873555201724,-1684.8535,0.0055730315,1.5415533,-0.08691647,172.96384,-5272.331,-7.2678337,2835.3552,0.58038574,0.042010784,-0.64813423,-1665.1986,0,5.876561,2301.1438,-581.74316,-527.6165758579343,337.1085971482098,-609.0581,123,-5340.646,38.782482,0.16583164,-565.0640366359518,7.637758161872625,1.6696541,90.34427001420408,5.5296917,-1.5713675,0.0027896804,737.05493,-8.328551,1678.0707,172.96384
500000,925000,224.42033406160772,785.30554,42765.24078122061,6.87323,-500.31298105093447,-1816.0515,0.004319986,1.5719694,-0.09445391,154.04108,-6836.1895,-6.530407,2759.08,0.43470016,0.44486493,-0.6510603,-1820.0715,0,6.474483,2893.578,-685.367,-535.2469203632013,323.1583079462871,-679.6464,124,-6786.722,38.578964,0.15787299,-526.488559175784,7.645268733613193,1.4955621,91.09270515106618,5.598617,-1.4616584,0.010621185,784.97644,-9.202753,1816.8358,154.04108
504000,930000,228.31158707197756,740.7551,43092.49956577644,7.3105497,-485.56818376181525,-1787.6204,0.004213172,1.5905226,-0.08224337,149.4888,-6910.947,-6.656992,3084.1594,0.5772153,0.43525577,-0.6686372,-1812.2054,0,7.054702,2559.9392,-748.4245,-526.8565400098655,326.0880298241973,-722.08563,125,-6807.5176,34.850674,0.17607136,-603.9275865291278,7.642177435569465,1.2738421,90.13426531665027,5.8294697,-1.6133595,0.004437064,741.1976,-7.714913,1805.1547,149.4888
508000,935000,233.04892259277403,733.4953,43423.45409127232,6.5149703,-500.11726308143,-1665.3962,0.009841343,1.5121541,-0.092470676,156.27507,-6878.312,-7.6982126,1836.4506,0.6403529,0.57000554,-0.6762178,-1668.6904,0,8.846583,1816.9426,-607.9553,-611.5957755535752,332.04021117743105,-580.5683,126,-6931.4355,41.024612,0.1724685,-600.4661733975704,7.685431433841586,0.8046163,91.30585715081543,5.300417,-1.603835,0.0033564619,733.567,-8.677109,1667.0325,156.27507
512000,940000,237.55600953288376,684.02277,43757.51323517226,6.6712008,-491.8260885925131,-1879.8665,0.00037315369,1.524828,-0.07978115,164.6232,-5445.7466,-7.349366,2516.8147,0.81522447,0.16455811,-0.66248435,-1879.4528,0,6.5122924,2450.0408,-512.7885,-534.0858648048531,335.43152919318527,-535.89716,127,-5449.363,43.628166,0.17126222,-603.5825395620595,7.654835982248187,0.51373553,90.22068367805332,5.6086044,-1.756264,0.005031868,683.66376,-9.280019,1879.5186,164.6232
516000,945000,219.2531936634332,734.3601,44073.44459673669,5.932832,-522.8533450651429,-1689.4163,0.0046986286,1.4805719,0.011254574,159.0091,-6889.1797,-7.1121016,2127.615,0.590474,0.35540605,-0.6480891,-1679.6106,0,6.0176487,2139.226,-710.8172,-562.5570219660601,315.65211089048535,-728.8134,128,-6922.7285,37.67469,0.16441822,-568.4510534008327,7.549802352674305,0.8238183,88.84911487437785,5.4599366,-1.5741138,0.0059695006,737.8663,-18.672934,1685.4805,159.0091
520000,950000,230.4434854928404,739.40796,44400.309006765485,6.387687,-455.06133996393834,-1550.8008,0.0058558336,1.5274358,0.049800538,164.06116,-6516.993,-5.721232,2099.3718,0.2098681,0.24985683,-0.6216608,-1556.802,0,5.89605,2105.4724,-524.147,-492.98429750942415,327.11878239549696,-555.3543,129,-6504.7676,32.151382,0.14742361,-571.0285820755884,7.546363387256861,0.8340478,89.1289335153997,5.105482,-1.3486822,0.0054718438,739.35046,-8.30164,1553.9163,164.06116
524000,955000,220.5614182865247,741.2291,44718.24074870907,6.450267,-512.769166696746,-1941.2781,0.0020950374,1.5178026,-0.17570321,159.99481,-6934.5444,-8.604357,1815.2997,1.3892936,0.7919625,-0.656047,-1939.5172,0,6.61853,1795.0078,-729.33673,-573.1930671790826,317.0129634141922,-728.4988,130,-6935.2817,46.210266,0.18021454,-566.8132343782543,7.576012888923287,0.84403276,88.8755322387442,5.4399486,-1.5806673,0.005076226,741.7792,-7.861016,1940.3619,159.99481
528000,960000,222.54635076317936,625.09467,45037.31462734565,5.562686,-503.23248570733085,-1601.0178,0.002886929,1.4450085,0.041945614,149.94626,-4728.003,-6.1516185,1729.4586,0.45855483,0.17926675,-0.63239133,-1602.0543,0,5.001216,1643.4496,-547.63184,-550.7960152416412,319.8870815737173,-561.2703,131,-4760.6772,31.922733,0.14868195,-580.3890673556122,7.545688313432038,1.4789718,89.7950424971059,5.0265627,-1.7699449,0.0043897657,623.5215,-9.516993,1601.5536,149.94626
532000,965000,222.49744225293398,588.1696,45357.08737435471,6.153548,-507.07066177007175,-1572.0276,0.004425737,1.4907794,-0.05097133,159.98854,-5183.686,-6.7035203,1717.1024,0.536495,0.11964089,-0.65287715,-1584.0964,0,6.580918,1460.737,-527.8666,-569.8470502052207,319.02465862594545,-523.50134,132,-5106.368,33.975586,0.16155827,-561.7635361342643,7.544576617889106,0.54870445,88.98263975512236,5.2877674,-1.5460635,0.020151012,586.3781,-8.947033,1579.9667,159.98854
536000,970000,230.36632706876844,755.2824,45685.24107307568,6.2857537,-484.45107242273696,-1684.7773,0.004166135,1.5157658,-0.073268645,157.97101,-6436.977,-6.492924,1953.372,0.5409888,0.17826122,-0.6502632,-1681.678,0,5.9260693,1872.2559,-629.82983,-528.2071552248341,327.63599567487836,-653.6888,133,-6420.5347,29.512272,0.16251917,-561.3828281097005,7.537900977768004,1.096251,89.73176762834191,5.4520955,-1.4890155,0.002397646,753.8872,-10.614445,1682.5612,157.97101
540000,975000,228.14765656366944,726.9475,46010.41323567834,6.650454,-490.9582239346097,-1650.5817,0.002425916,1.5438015,-0.14271338,150.3738,-7113.2983,-6.835275,2380.1826,1.0806465,0.54155535,-0.6377204,-1644.6832,0,6.567189,2145.3953,-740.0193,-502.07075168679734,325.97324773669243,-716.56696,134,-7174.738,45.798008,0.1519573,-576.2871455975026,7.575473961420357,0.7155131,90.25011721160263,5.672406,-1.503958,0.004849392,727.27325,-8.531891,1647.2411,150.3738
544000,980000,232.16858827043325,693.74756,46339.65288661886,6.285997,-488.6414045813475,-1728.1246,0.001494879,1.506313,-0.12811515,156.42128,-7361.049,-7.2122707,2297.8738,0.6384325,0.05731666,-0.62641513,-1740.4441,0,5.7580767,2307.4575,-676.3311,-574.5857862445939,329.2025650627911,-674.3959,135,-7343.605,36.32449,0.14916942,-582.5769487343883,7.584213578142226,1.0700889,89.44976321421564,5.657383,-1.4988744,0.004747685,694.82,-8.445066,1735.3303,156.42128
548000,985000,233.70399939641356,604.64923,46670.70740781352,6.601266,-503.73612837941704,-1751.2402,0.003935259,1.5319175,0.0153087955,155.69933,-5216.8745,-7.0395374,2630.2727,0.37408844,0.07949501,-0.64417064,-1744.8307,0,7.05999,2571.2961,-614.1771,-611.301886939801,330.78189266100526,-648.37616,136,-5140.913,34.848892,0.150627,-540.3532178278077,7.59020359441638,1.4846733,89.48768967017531,5.1437507,-1.6485059,0.011933029,604.8918,-6.9497223,1747.0758,155.69933
552000,990000,230.22351049818099,805.1927,46997.95461896062,7.681712,-462.0480988474991,-1925.5258,0.0043318113,1.6235517,-0.17514591,162.58524,-7021.8936,-6.965205,2815.3457,0.86283886,0.09625077,-0.65069145,-1919.7461,0,6.133104,2594.356,-757.7581,-557.1821758132014,327.54521165043116,-752.98444,137,-7068.697,40.588432,0.17525907,-560.517435194079,7.560540280304849,1.2410799,89.76116087194532,5.972588,-1.5250232,0.015475236,804.9186,-7.5749125,1922.0248,162.58524
556000,995000,238.2777508776635,655.9023,47333.12483759131,6.5046234,-493.86167197503056,-1928.9996,0.004135266,1.5432807,-0.1549683,164.11945,-6196.689,-7.2846136,1994.7147,0.554358,0.14230567,-0.62928194,-1933.3293,0,7.2926683,1781.9469,-848.72723,-514.1237795732421,335.32898711413145,-823.9285,138,-6222.3486,41.446983,0.1712897,-554.876379397872,7.587389416061342,1.3062005,89.46384682040662,5.6052027,-1.7457178,0.0052789254,656.1706,-9.253231,1931.2086,164.11945
560000,1000000,233.63243482261896,720.7137,47664.497989931144,6.229393,-520.6665046515548,-1746.1354,0.0015482964,1.5107795,-0.007665382,157.98709,-5267.299,-6.9574575,1776.3564,0.8512499,0.08877069,-0.6352842,-1744.9955,0,5.9499326,1719.1312,-627.8379,-544.2978461839662,330.54295195359737,-643.9647,139,-5239.6245,34.396446,0.15712644,-585.0177181990115,7.6044563399627805,0.6987917,89.30606079101562,5.348986,-1.4640825,0.004670314,721.42426,-8.283719,1745.1543,157.98709
564000,1005000,232.66746036615223,653.93835,47994.35346621834,5.966691,-504.5602686052513,-1837.6709,0.00872515,1.4835826,-0.024052028,146.15648,-6570.0034,-9.589627,1892.0511,1.0328134,0.5111881,-0.6509415,-1848.0836,0,6.668576,1717.4706,-671.8587,-615.8398099704785,330.3450875384733,-689.9347,140,-6563.7524,37.1744,0.16319387,-559.6207211144717,7.540443799458444,1.0562446,90.13718337286264,5.0251803,-1.5152172,0.002901468,653.5804,-10.303596,1844.8031,146.15648
568000,1010000,229.6471628025174,789.7101,48321.416565461084,6.338772,-509.8623409179168,-1906.6125,0.0019397158,1.4951293,-0.15914337,166.5535,-7093.611,-9.536879,1963.8723,0.59401834,0.34882843,-0.6571285,-1905.456,0,5.9457445,1907.1565,-710.1796,-598.6413976722068,326.8847243459895,-718.3164,141,-7158.1157,49.661118,0.16319744,-612.5869205078277,7.589386744424701,1.2742643,89.64817479904741,5.2236605,-1.5429313,0.003070255,788.6505,-7.5485625,1905.5328,166.5535
572000,1015000,224.00408194586635,694.2829,48643.01063611545,6.748357,-500.2797857946412,-1611.9413,0.00453237,1.5179386,-0.100406155,151.0759,-6594.827,-7.6727195,1982.4423,0.5373088,0.17497957,-0.68361443,-1619.3724,0,6.0696836,1892.8636,-641.79694,-569.8464259447454,321.4163351505995,-626.0223,142,-6638.307,35.47634,0.17138134,-543.4758407563531,7.584864862263203,1.153572,89.82738834246993,5.1845303,-1.7684581,0.0045587355,695.6221,-5.658844,1615.8297,151.0759
576000,1020000,247.1375759737566,596.6113,48987.10985244345,6.1295257,-495.23295492461267,-1581.969,0.0052593583,1.4939097,-0.06555265,140.48996,-6499.4434,-6.0341496,1951.6028,0.74113595,0.46597028,-0.6414691,-1579.4678,0,6.559162,1845.4691,-683.79083,-613.9452651412904,344.686769483611,-676.9161,143,-6518.847,47.890663,0.16137573,-554.5748399171298,7.543640600517392,0.6969788,90.00555290933698,5.1621375,-1.5068568,0.005478649,598.1971,-7.9210987,1580.3729,140.48996
580000,1025000,220.14248331543058,673.26514,49305.08052590769,6.0489564,-466.63396404202143,-1729.6589,0.0048615406,1.478192,-0.24057853,150.3477,-6966.31,-8.642634,1911.8715,0.776933,0.48261672,-0.6302299,-1730.4918,0,6.6730804,1862.9023,-740.8816,-579.3476392292973,317.13713955692947,-754.49084,144,-6942.113,45.179268,0.16863874,-542.6909666170726,7.575789672322571,0.4554039,89.41886656917632,5.4448943,-1.4070694,0.0062032402,670.7801,-8.471017,1730.6776,150.3477
584000,1030000,228.28540672454983,722.5951,49630.48960463889,6.0851393,-531.4823264488488,-1749.8978,0.005274656,1.5017936,-0.02757268,150.53975,-6519.941,-6.7413206,1879.3694,0.83662736,0.105520844,-0.6189925,-1759.0071,0,7.503663,1671.6063,-605.222,-524.8174244882816,326.089581460692,-576.3423,145,-6648.6465,31.03093,0.15759405,-533.6532146060348,7.551006869412959,1.3405426,90.2531678667292,5.0811706,-1.596102,0.0176365,721.92584,-8.527283,1755.7793,150.53975
588000,1035000,238.54493917059153,662.2106,49966.310655961744,6.538537,-456.99254175132705,-1646.4968,0.0063294456,1.5185969,-0.04048945,149.75143,-6513.847,-6.5803547,2127.1453,0.58605546,0.20669818,-0.6380633,-1647.9834,0,7.1518435,2009.9026,-591.87177,-536.7679351872174,335.7308904537931,-584.5712,146,-6455.5728,50.387665,0.1673636,-586.2621478291701,7.612495617941022,1.1625168,89.57345566526055,5.289612,-1.6727682,0.0028146661,662.08203,-10.56039,1647.0414,149.75143
592000,1040000,222.06136108003557,653.36273,50285.45748938061,6.031293,-518.2322121160362,-1539.5085,0.0039253975,1.5065945,-0.0763841,138.97388,-6755.4062,-7.4448595,2098.7693,0.652163,0.18017077,-0.6221727,-1539.7871,0,7.8315287,2129.6492,-618.55457,-573.485517474404,319.334730126895,-638.0057,147,-6771.3486,38.33042,0.15812689,-534.3900359348312,7.608979512937367,0.87062037,89.66438953392208,5.1758437,-1.4422077,0.012457026,655.0996,-7.0208893,1539.8909,138.97388
596000,1045000,222.10716164577752,669.0593,50605.00390081853,6.4720564,-428.09404963742844,-1691.8746,0.0012136375,1.505055,-0.15292326,149.07338,-6042.059,-9.716255,2098.7468,1.0757205,0.04335445,-0.6395011,-1705.9873,0,5.76147,1868.1711,-674.0189,-512.1106649762057,319.71478608995676,-665.28485,148,-6001.3584,40.76331,0.1634945,-581.1948423342005,8.13041740655899,1.3667339,89.47720703762025,5.1721015,-1.5186217,0.008953598,667.9869,-9.10553,1701.138,149.07338
600000,1050000,221.6926844548434,721.2684,50925.3039655881,6.8648863,-444.27597767297846,-1872.9226,0.0049817143,1.5529771,-0.28589106,149.81645,-6909.9937,-8.263398,2349.8748,0.72176397,0.36073017,-0.63107693,-1877.3246,0,5.784256,2346.3591,-682.1378,-568.8677764133911,318.5879468591884,-664.6939,149,-6928.653,42.680862,0.15868562,-588.7369670379296,7.5864111967384815,0.9393606,89.3088512076065,5.598384,-1.5403903,0.014194971,720.4396,-7.8275537,1875.1034,149.81645
604000,1055000,221.8036107691005,546.09924,51244.61739069689,6.7244797,-426.35478329568974,-1712.3512,0.0054876157,1.5316532,-0.047523808,170.72096,-4442.2646,-6.522928,1646.4746,0.44993964,-0.017654419,-0.6535964,-1714.0862,0,7.0902505,1634.5355,-570.2975,-553.9300872533342,320.4497354403138,-581.54346,150,-4416.5693,37.213776,0.1613007,-542.5603139316668,7.624960506334901,0.8435275,91.02116416487843,5.272623,-1.4753523,0.004378126,546.34094,-10.09317,1712.675,170.72096
